"","count","site","yr","observerAge","day","firstSurvey","latitude","lineCov"
"150079",7,"site46",2009,57,139,0,57.13,0.95
"150198",6,"site46",2002,50,157,0,57.13,0.9140625
"150933",1,"site46",2011,59,155,0,57.13,1
"151181",9,"site46",2000,48,172,0,57.13,0.9140625
"151208",8,"site46",2003,51,148,0,57.13,0.925
"151346",7,"site46",2007,55,142,0,57.13,0.95
"151592",11,"site46",2005,53,147,0,57.13,0.6875
"151854",9,"site46",2008,56,138,0,57.13,0.95
"151945",4,"site46",2004,52,143,0,57.13,0.925
"152112",5,"site46",2001,49,143,0,57.13,0.9140625
"153130",1,"site47",2006,52,152,0,56.91,0.2125
"153151",4,"site47",2003,49,153,1,56.91,0.2625
"153385",3,"site47",2004,50,149,0,56.91,0.2375
"153697",3,"site47",2008,54,147,0,56.91,0.25
"154074",5,"site47",2007,53,154,0,56.91,0.2375
"154229",1,"site47",2012,52,147,1,56.91,0.266666666666667
"154383",0,"site47",2010,43,150,1,56.91,0.4
"155567",6,"site48",2006,51,162,0,56.92,0.975
"156189",7,"site48",2005,50,161,0,56.92,0.9625
"156483",5,"site48",2007,52,161,0,56.92,1
"156508",5,"site48",2001,46,149,0,56.92,0.981944444444445
"156518",4,"site48",2009,54,160,0,56.92,1
"156585",9,"site48",2000,45,163,0,56.92,0.981944444444445
"156962",8,"site48",2012,57,156,0,56.92,1
"157224",3,"site48",2011,56,154,0,56.92,1
"157277",1,"site48",2010,55,160,0,56.92,1
"157618",6,"site48",2008,53,162,0,56.92,1
"157687",14,"site48",1999,44,158,1,56.92,0.981944444444445
"157754",7,"site48",2004,49,159,0,56.92,0.9
"158033",3,"site49",2010,34,150,0,57.13,0.975
"158547",17,"site49",2007,31,148,1,57.13,0.9625
"158948",6,"site49",2002,58,151,1,57.13,0.980555555555556
"159124",2,"site49",2006,62,152,0,57.13,1
"159758",1,"site49",2004,60,151,0,57.13,1
"159916",2,"site49",2003,59,151,0,57.13,1
"160063",23,"site49",2012,36,151,0,57.13,0.975
"160245",18,"site49",2009,33,144,0,57.13,0.975
"160410",20,"site49",2008,32,149,0,57.13,0.9625
"160439",11,"site49",2011,35,152,0,57.13,0.975
"160967",27,"site50",2008,39,144,0,57.14,1
"160982",19,"site50",2003,35,148,0,57.14,1
"161154",21,"site50",2011,42,140,0,57.14,1
"161645",25,"site50",2005,36,148,0,57.14,1
"161725",21,"site50",2004,35,149,1,57.14,1
"161731",34,"site50",2010,41,141,0,57.14,1
"161988",18,"site50",2000,32,147,0,57.14,1
"162261",30,"site50",1999,31,148,1,57.14,1
"162423",23,"site50",2012,43,146,0,57.14,1
"162471",38,"site50",2009,40,149,0,57.14,1
"162567",15,"site50",2006,37,156,0,57.14,1
"162667",10,"site50",2002,34,139,0,57.14,1
"163270",20,"site50",2007,38,146,0,57.14,1
"164012",17,"site50",2001,33,143,0,57.14,1
"164584",1,"site51",2000,45,141,0,56.92,1
"165115",1,"site51",2008,53,149,0,56.92,1
"165117",2,"site51",2003,48,149,0,56.92,1
"165244",0,"site51",2012,57,145,0,56.92,1
"165720",0,"site51",2007,52,145,0,56.92,1
"166460",0,"site51",2009,54,140,0,56.92,1
"166630",1,"site51",2010,55,142,0,56.92,1
"166783",0,"site51",1999,44,149,0,56.92,1
"167482",0,"site51",2011,56,152,0,56.92,1
"167487",1,"site51",2004,49,149,0,56.92,1
"167575",0,"site51",2006,51,152,0,56.92,1
"167850",1,"site51",2002,47,139,0,56.92,1
"168016",0,"site51",2005,50,147,0,56.92,1
"168826",1,"site51",2001,46,143,0,56.92,1
"169227",0,"site51",1998,43,148,0,56.92,1
"169628",5,"site52",2003,49,148,1,56.93,0.55
"169992",2,"site52",2008,37,152,0,56.93,0.5625
"170032",1,"site52",2011,40,152,0,56.93,0.5625
"170158",2,"site52",2004,50,152,0,56.93,0.55
"170319",4,"site52",2007,36,156,1,56.93,0.5375
"170832",8,"site52",2005,23,144,1,56.93,0.5625
"171538",4,"site52",2010,29,155,1,56.93,0.6125
"171578",6,"site52",2006,50,148,1,56.93,0.5625
"171677",3,"site52",2009,38,157,0,56.93,0.5625
"171746",12,"site52",2012,28,156,1,56.93,0.5
"172272",21,"site53",2005,39,147,0,57.15,0.875
"172827",11,"site53",2008,42,143,0,57.15,0.875
"172836",11,"site53",2004,38,149,1,57.15,0.8625
"173373",6,"site53",2010,29,153,1,57.15,0.825
"173382",8,"site53",2006,40,155,0,57.15,0.875
"173737",17,"site53",2007,41,153,0,57.15,0.875
"173929",23,"site53",2012,44,146,1,57.15,0.8625
"174068",24,"site54",2009,53,149,0,57.15,1
"174355",7,"site54",2006,35,146,1,57.15,1
"174385",12,"site54",2012,40,157,0,57.15,1
"175261",25,"site54",2007,51,145,1,57.15,1
"175287",21,"site54",2003,49,145,1,57.15,1
"175362",19,"site54",2008,52,148,0,57.15,1
"175398",18,"site54",2004,50,151,0,57.15,1
"175890",2,"site54",2010,29,154,1,57.15,1
"176188",10,"site54",2011,39,156,1,57.15,1
"176806",0,"site55",2009,63,149,0,56.93,0.975
"176849",1,"site55",2010,64,152,0,56.93,0.9375
"176922",0,"site55",2006,60,152,1,56.93,0.9125
"177054",18,"site55",2012,40,155,1,56.93,0.9375
"177792",1,"site55",2007,61,153,0,56.93,0.9375
"178632",8,"site55",2003,49,146,1,56.93,0.9375
"178742",14,"site55",2004,50,148,0,56.93,0.9375
"178834",0,"site55",2008,62,151,0,56.93,0.9375
"178866",17,"site55",2005,49,141,1,56.93,0.9375
"178926",0,"site55",2011,65,140,0,56.93,0.9375
"179638",11,"site56",2007,38,150,0,56.93,1
"179851",2,"site56",2011,42,153,0,56.93,1
"179869",6,"site56",2004,35,153,0,56.93,1
"180081",9,"site56",2009,40,151,0,56.93,1
"180696",4,"site56",2006,37,150,0,56.93,1
"180905",19,"site56",1999,44,152,1,56.93,0.995
"180976",4,"site56",2010,41,147,0,56.93,1
"181428",3,"site56",2012,43,151,0,56.93,1
"181545",10,"site56",2005,36,146,0,56.93,0.975
"182041",15,"site56",2002,28,165,1,56.93,0.995
"182378",6,"site56",2008,39,149,0,56.93,1
"182428",14,"site56",2003,34,148,1,56.93,0.975
"182885",9,"site57",2005,36,139,0,57.15,1
"183500",10,"site57",2006,37,143,0,57.15,1
"183614",17,"site57",2007,38,143,0,57.15,1
"183796",14,"site57",2004,35,140,1,57.15,1
"183883",11,"site57",2012,43,144,0,57.15,1
"184036",11,"site57",2011,42,139,0,57.15,1
"184149",6,"site57",2010,41,141,0,57.15,1
"184270",14,"site57",2002,28,175,1,57.15,1
"184930",5,"site57",2009,40,142,0,57.15,1
"185244",9,"site57",2008,39,143,0,57.15,1
"185626",14,"site58",2007,38,155,0,57.15,0.85
"185656",5,"site58",2011,42,156,0,57.15,0.85
"186134",11,"site58",2006,37,158,0,57.15,0.85
"186139",25,"site58",2002,28,174,1,57.15,0.8525
"186150",10,"site58",2008,39,160,0,57.15,0.85
"186402",17,"site58",2003,34,157,1,57.15,0.875
"186406",2,"site58",2010,41,154,0,57.15,0.85
"186755",11,"site58",2004,35,160,0,57.15,0.85
"186837",17,"site58",2005,36,153,0,57.15,0.85
"187116",4,"site58",2009,40,159,0,57.15,0.85
"188274",15,"site58",2012,43,158,0,57.15,0.85
"188902",10,"site59",2004,49,159,1,56.93,1
"189096",12,"site59",2012,43,154,1,56.93,0.9625
"189202",11,"site59",2005,50,152,0,56.93,1
"189250",5,"site59",2001,43,139,0,56.93,0.9953125
"189259",10,"site59",2000,42,156,0,56.93,0.9953125
"189358",1,"site59",2003,66,144,1,56.93,1
"189598",8,"site59",2009,54,150,0,56.93,1
"190006",5,"site59",2008,53,174,0,56.93,1
"190234",10,"site59",1999,41,148,1,56.93,0.9953125
"190306",3,"site59",2002,44,152,0,56.93,0.9953125
"191345",8,"site59",2006,51,142,0,56.93,1
"191477",8,"site59",2007,52,156,0,56.93,1
"192115",11,"site60",2004,70,136,1,56.93,1
"192544",2,"site60",2012,78,144,0,56.93,1
"192841",4,"site60",2009,75,138,0,56.93,1
"193102",5,"site60",2011,77,139,0,56.93,1
"193216",11,"site60",2010,76,136,0,56.93,1
"193272",6,"site60",2007,73,138,0,56.93,1
"193305",2,"site60",2003,66,145,1,56.93,1
"193322",8,"site60",2002,28,156,1,56.93,1
"194567",19,"site60",1999,33,156,1,56.93,1
"194637",9,"site60",2008,74,141,0,56.93,1
"194961",2,"site60",2005,71,137,0,56.93,1
"195060",5,"site60",2006,72,140,0,56.93,1
"195181",4,"site61",2008,59,156,0,57.15,1
"195257",6,"site61",2007,58,159,0,57.15,1
"195799",12,"site61",2003,54,161,0,57.15,0.925
"195904",6,"site61",2011,43,149,1,57.15,1
"196739",10,"site61",2001,52,160,0,57.15,0.9925
"196784",0,"site61",2004,55,158,0,57.15,1
"196819",0,"site61",2010,61,156,0,57.15,1
"196936",4,"site61",2006,57,158,0,57.15,1
"196947",10,"site61",2000,51,162,0,57.15,0.9925
"197307",4,"site61",2002,53,158,0,57.15,0.9925
"197638",5,"site61",1999,50,157,1,57.15,0.9925
"198031",3,"site61",2012,63,154,0,57.15,1
"198872",3,"site61",2009,60,156,0,57.15,1
"198914",7,"site61",2005,56,163,0,57.15,1
"199208",3,"site62",2010,76,137,0,57.15,0.725
"199367",8,"site62",2012,78,145,0,57.15,0.725
"199369",5,"site62",2011,77,140,0,57.15,0.725
"199524",7,"site62",2005,71,138,0,57.15,0.725
"199649",6,"site62",2004,70,137,1,57.15,0.725
"199818",11,"site62",2002,28,173,1,57.15,0.7225
"200311",7,"site62",2009,75,139,0,57.15,0.725
"200438",3,"site62",2007,73,139,0,57.15,0.725
"200832",2,"site62",2003,66,146,1,57.15,0.7
"201009",6,"site62",2008,74,142,0,57.15,0.725
"201024",8,"site62",2006,72,141,0,57.15,0.725
"202405",0,"site63",2007,55,153,0,56.93,1
"202907",0,"site63",2006,54,154,0,56.93,0.975
"203540",0,"site63",2012,60,153,0,56.93,0.9875
"203570",0,"site63",2003,51,155,0,56.93,1
"203912",0,"site63",2002,50,156,0,56.93,0.9925
"204508",0,"site63",2009,57,143,0,56.93,0.9875
"205056",0,"site63",2010,58,145,0,56.93,0.9875
"205239",0,"site63",2005,53,155,0,56.93,1
"205332",0,"site63",2011,59,152,0,56.93,1
"205427",0,"site63",2008,56,145,0,56.93,0.9875
"205576",0,"site63",2004,52,149,0,56.93,1
"205891",2,"site63",2001,49,150,1,56.93,0.9925
"206258",0,"site64",2007,49,134,0,57.13,0.125
"206369",0,"site64",2002,34,135,1,57.13,0.1234375
"206578",0,"site64",2003,35,136,0,57.13,0.1125
"206987",0,"site64",2008,50,134,0,57.13,0.125
"207286",0,"site64",2011,53,136,0,57.13,0.125
"207700",0,"site64",2009,51,132,0,57.13,0.125
"208067",0,"site64",2010,52,138,0,57.13,0.125
"208154",0,"site64",2006,48,136,1,57.13,0.125
"208353",0,"site64",2012,54,135,0,57.13,0.125
"208760",1,"site65",2011,55,152,0,57.33,1
"208805",2,"site65",2010,54,149,0,57.33,1
"208872",0,"site65",2006,50,154,1,57.33,1
"209424",17,"site65",2001,44,154,1,57.33,1
"209750",7,"site65",2003,67,139,1,57.33,1
"210009",3,"site65",2009,53,150,0,57.33,1
"210474",3,"site65",2007,51,156,0,57.33,1
"210536",0,"site65",2012,56,154,0,57.33,1
"211400",12,"site66",2011,35,154,0,57.55,1
"211611",7,"site66",2010,34,155,0,57.55,1
"212147",9,"site66",2008,32,144,0,57.55,1
"212200",21,"site66",2006,38,151,0,57.55,1
"212226",16,"site66",2007,31,152,1,57.55,0.9625
"212303",10,"site66",2009,33,149,0,57.55,1
"212353",23,"site66",2003,35,160,1,57.55,1
"212635",12,"site66",2012,36,153,0,57.55,1
"212705",3,"site66",1998,66,156,0,57.55,0.995833333333333
"213485",20,"site66",2004,36,159,0,57.55,1
"214429",6,"site67",2012,60,139,0,57.34,1
"215014",37,"site67",2002,34,159,0,57.34,1
"215036",6,"site67",2011,59,140,0,57.34,1
"215752",6,"site67",2007,55,156,0,57.34,1
"215904",7,"site67",2009,57,136,0,57.34,1
"216018",2,"site67",2010,58,149,0,57.34,1
"216337",28,"site67",2001,33,155,0,57.34,1
"216549",14,"site67",2005,53,172,0,57.34,1
"216758",9,"site67",2004,52,168,1,57.34,1
"216988",55,"site67",1998,30,152,0,57.34,1
"217297",5,"site67",2006,54,156,0,57.34,1
"217664",8,"site67",2008,56,144,0,57.34,1
"218064",8,"site68",2001,49,139,0,57.35,1
"218073",9,"site68",2012,60,140,0,57.35,1
"218966",14,"site68",2004,51,136,0,57.35,1
"219361",15,"site68",1999,47,141,0,57.35,1
"219542",5,"site68",2011,59,153,0,57.35,1
"219884",5,"site68",2010,58,141,0,57.35,1
"219899",8,"site68",2007,55,139,0,57.35,1
"220143",5,"site68",2003,51,150,0,57.35,1
"220186",14,"site68",2008,56,137,0,57.35,1
"220469",3,"site68",2006,54,153,0,57.35,1
"220564",5,"site68",2002,50,139,0,57.35,1
"220783",12,"site68",2000,48,168,0,57.35,1
"221141",17,"site68",2005,52,134,0,57.35,1
"221147",11,"site68",1998,46,141,0,57.35,1
"221515",11,"site68",2009,57,150,0,57.35,1
"222714",9,"site69",2000,53,163,0,57.56,0.8
"222920",2,"site69",2002,55,159,0,57.56,0.8
"223412",6,"site69",2004,57,156,0,57.56,0.8
"224201",9,"site69",1999,52,158,1,57.56,0.8
"224273",9,"site69",2009,62,157,0,57.56,0.8
"224536",11,"site69",2008,61,157,0,57.56,0.8
"224614",11,"site69",2007,60,160,0,57.56,0.8
"224927",2,"site69",2006,59,156,0,57.56,0.8
"224990",12,"site69",2005,58,162,0,57.56,0.8
"225108",4,"site69",2010,63,154,0,57.56,0.8
"225128",6,"site69",2011,64,156,0,57.56,0.8
"225881",14,"site70",2004,57,164,0,57.57,1
"226016",8,"site70",2002,55,158,1,57.57,1
"226111",13,"site70",2007,60,159,0,57.57,1
"226183",6,"site70",2012,60,157,0,57.57,1
"227379",8,"site70",2010,63,156,0,57.57,1
"227413",10,"site70",2008,61,159,0,57.57,1
"227789",8,"site70",2006,59,155,0,57.57,1
"227837",8,"site70",2005,58,161,0,57.57,1
"227869",9,"site70",2009,57,156,1,57.57,1
"227895",2,"site70",2011,64,154,0,57.57,1
"227961",20,"site71",2011,35,154,0,57.36,0.9875
"228219",4,"site71",2002,63,154,1,57.36,0.9925
"228596",22,"site71",2008,32,151,0,57.36,0.9875
"228936",8,"site71",2004,65,151,0,57.36,1
"229025",14,"site71",2006,30,149,1,57.36,0.9875
"229094",27,"site71",2005,66,155,0,57.36,1
"229234",26,"site71",2012,36,153,0,57.36,1
"230039",28,"site71",2007,31,150,0,57.36,0.9875
"230236",12,"site71",2003,64,150,0,57.36,1
"230826",11,"site71",2010,34,151,0,57.36,0.9875
"231286",10,"site71",1998,63,155,0,57.36,0.9925
"231587",20,"site71",2009,33,149,0,57.36,0.9875
"232055",7,"site72",2011,62,153,0,57.36,0.9
"232208",10,"site72",2006,50,154,0,57.36,0.9
"232464",10,"site72",2003,47,148,0,57.36,0.9125
"233252",6,"site72",2004,48,151,0,57.36,0.9
"233474",3,"site72",2012,63,155,0,57.36,0.9
"233781",9,"site72",2002,46,151,1,57.36,0.9025
"234010",5,"site72",2008,59,153,1,57.36,0.9
"234068",4,"site72",2010,61,153,0,57.36,0.9
"234352",14,"site72",2007,51,146,0,57.36,0.9
"234500",10,"site72",2005,49,148,0,57.36,0.9125
"234870",6,"site72",2009,59,149,0,57.36,0.9
"234955",26,"site73",2005,53,141,0,57.58,1
"235361",12,"site73",2008,56,142,0,57.58,1
"235471",15,"site73",2009,57,153,0,57.58,1
"235807",14,"site73",2001,49,146,1,57.58,1
"235829",4,"site73",2006,54,154,0,57.58,1
"235991",10,"site73",2012,60,147,0,57.58,1
"237091",4,"site73",2011,59,152,0,57.58,1
"237605",10,"site73",2007,55,149,0,57.58,1
"237610",14,"site73",2004,52,140,0,57.58,1
"238063",7,"site73",2002,50,158,0,57.58,1
"238093",3,"site73",2010,58,142,0,57.58,1
"238228",11,"site73",2003,51,154,0,57.58,1
"238948",1,"site74",2011,52,154,0,57.59,0.6625
"239292",5,"site74",2004,45,151,0,57.59,0.6625
"239366",0,"site74",2006,47,159,0,57.59,0.6625
"240315",0,"site74",2010,51,154,0,57.59,0.6625
"240373",1,"site74",2008,49,148,0,57.59,0.6625
"240430",2,"site74",2002,28,155,1,57.59,0.6625
"240489",3,"site74",2005,46,146,0,57.59,0.65
"240536",2,"site74",2009,50,154,0,57.59,0.6625
"240611",4,"site74",2003,44,148,1,57.59,0.675
"240758",2,"site74",2007,48,154,0,57.59,0.6625
"241227",15,"site75",2003,69,144,0,57.37,0.925
"241379",18,"site75",2006,72,143,0,57.37,0.9125
"241549",12,"site75",2011,77,142,0,57.37,0.9
"241566",10,"site75",2010,76,139,0,57.37,0.9
"241783",12,"site75",2005,71,145,0,57.37,0.9125
"241991",20,"site75",1999,65,148,0,57.37,0.91
"242016",27,"site75",2002,68,143,0,57.37,0.91
"242515",16,"site75",2007,73,142,0,57.37,0.9125
"243242",31,"site75",2000,66,147,0,57.37,0.91
"243923",16,"site75",2009,75,141,0,57.37,0.9125
"244005",14,"site75",2008,74,144,0,57.37,0.9125
"244648",22,"site75",2012,78,148,0,57.37,0.9
"245186",12,"site75",2001,67,145,0,57.37,0.91
"245221",13,"site75",2004,70,144,0,57.37,0.9125
"245302",22,"site75",1998,64,151,0,57.37,0.91
"246049",10,"site76",2011,77,147,0,57.37,1
"246141",8,"site76",2006,32,152,0,57.37,1
"246230",11,"site76",2008,74,148,1,57.37,1
"246363",48,"site76",2005,31,160,1,57.37,1
"246422",17,"site76",2009,75,144,0,57.37,1
"246580",5,"site76",2004,68,146,1,57.37,1
"246736",6,"site76",2010,76,141,0,57.37,1
"247163",35,"site76",2007,33,153,0,57.37,1
"248026",13,"site76",2012,78,150,0,57.37,1
"248376",17,"site77",2011,77,143,0,57.59,1
"248486",23,"site77",2006,72,146,0,57.59,1
"248778",17,"site77",2012,78,149,0,57.59,1
"248784",25,"site77",2005,71,144,0,57.59,1
"248827",19,"site77",2010,76,140,0,57.59,1
"249252",15,"site77",2008,74,150,0,57.59,1
"249743",12,"site77",2007,73,143,0,57.59,1
"249977",33,"site77",2001,67,143,1,57.59,1
"250456",24,"site77",2004,70,145,0,57.59,1
"250500",41,"site77",2002,68,140,0,57.59,1
"250624",18,"site77",2009,75,143,0,57.59,1
"251037",17,"site77",2003,69,143,0,57.59,1
"251852",2,"site78",2000,68,188,1,57.6,0.90125
"252118",3,"site78",2003,71,162,0,57.6,0.9125
"252230",0,"site78",2006,74,170,0,57.6,0.9125
"252642",6,"site78",2010,59,156,1,57.6,0.8625
"252838",0,"site78",1999,51,149,1,57.6,0.90125
"253446",2,"site78",2007,75,170,0,57.6,0.9125
"253528",1,"site78",2002,70,154,0,57.6,0.90125
"253891",0,"site78",2009,77,172,0,57.6,0.9125
"254759",0,"site78",2008,76,154,0,57.6,0.9125
"254796",5,"site78",2012,61,154,0,57.6,0.9
"254903",0,"site78",2001,69,175,0,57.6,0.90125
"255576",0,"site78",2005,73,166,0,57.6,0.9125
"255896",1,"site78",2004,72,174,0,57.6,0.9125
"256258",15,"site78",1998,64,151,0,57.6,0.90125
"256270",0,"site78",2011,60,161,0,57.6,0.8625
"256515",2,"site79",2009,67,149,0,57.38,1
"256679",18,"site79",2005,71,143,0,57.38,1
"258053",2,"site79",2012,53,145,1,57.38,1
"258760",4,"site79",1999,36,156,1,57.38,1
"258772",0,"site79",2010,68,149,0,57.38,1
"258898",4,"site79",2008,66,151,1,57.38,1
"258925",20,"site79",2006,72,145,0,57.38,1
"258943",18,"site79",2003,69,148,1,57.38,1
"259034",0,"site79",2011,69,148,0,57.38,1
"259144",18,"site79",2004,70,142,0,57.38,1
"259253",9,"site79",2007,73,141,0,57.38,1
"260147",6,"site80",2003,57,149,0,57.38,1
"260539",1,"site80",2010,52,154,0,57.38,1
"260661",3,"site80",2002,56,152,1,57.38,1
"260667",4,"site80",2007,49,152,1,57.38,1
"260810",7,"site80",2008,50,152,0,57.38,1
"260839",0,"site80",2012,54,153,0,57.38,1
"260965",5,"site80",2009,51,150,0,57.38,1
"261107",8,"site80",2006,23,144,1,57.38,1
"261141",0,"site80",2011,53,151,0,57.38,1
"262362",31,"site80",1998,24,153,0,57.38,1
"262489",20,"site81",2005,37,159,0,57.6,0.7875
"262573",13,"site81",2012,44,157,0,57.6,0.8
"262594",15,"site81",2004,36,152,1,57.6,0.7125
"262643",14,"site81",2007,39,153,0,57.6,0.8125
"262887",15,"site81",2008,40,142,0,57.6,0.8
"263018",4,"site81",2006,38,161,0,57.6,0.8125
"263247",14,"site81",2009,41,150,0,57.6,0.775
"263278",8,"site81",2000,49,159,0,57.6,0.784722222222222
"264350",9,"site81",1999,48,157,1,57.6,0.784722222222222
"264997",3,"site81",2010,42,156,0,57.6,0.8
"265314",0,"site81",2011,43,155,0,57.6,0.7625
"265501",2,"site82",2003,57,147,0,57.6,1
"265747",5,"site82",1999,53,148,1,57.6,0.98875
"266553",2,"site82",2011,65,154,0,57.6,1
"266608",6,"site82",2001,55,154,0,57.6,0.98875
"266656",3,"site82",2005,59,156,0,57.6,1
"267491",0,"site82",2010,64,142,0,57.6,1
"267535",7,"site82",2000,54,155,0,57.6,0.98875
"267599",4,"site82",2002,56,159,0,57.6,0.98875
"267653",0,"site82",2008,62,138,0,57.6,1
"267850",1,"site82",2012,64,142,1,57.6,0.9625
"268722",2,"site82",2004,58,149,0,57.6,0.925
"268730",2,"site82",2007,61,139,0,57.6,1
"269199",1,"site82",2006,60,158,0,57.6,1
"269294",2,"site82",2009,63,144,0,57.6,1
"269592",6,"site83",2005,42,155,1,57.38,0.9125
"269944",16,"site83",2010,59,148,0,57.38,0.9
"270068",18,"site83",2006,55,150,1,57.38,0.9
"271346",18,"site83",2011,60,141,0,57.38,0.9
"271351",18,"site83",2008,57,157,0,57.38,0.9
"271445",14,"site83",2009,58,149,0,57.38,0.9
"271719",17,"site83",1998,24,140,0,57.38,0.90375
"271917",2,"site83",2004,68,136,1,57.38,0.9125
"272111",20,"site83",2002,28,169,1,57.38,0.90375
"272732",25,"site83",2012,61,140,0,57.38,0.9
"272738",16,"site83",2007,56,152,0,57.38,0.9
"272821",0,"site83",2003,66,148,1,57.38,0.9125
"273001",34,"site84",2008,57,147,0,57.38,1
"273219",28,"site84",2005,54,156,1,57.38,1
"273671",27,"site84",2007,56,156,0,57.38,1
"274062",17,"site84",2006,55,156,0,57.38,1
"274369",27,"site84",2011,60,133,0,57.38,1
"274399",20,"site84",2012,61,137,0,57.38,1
"274663",22,"site84",2009,58,152,0,57.38,1
"274800",25,"site84",2010,59,154,0,57.38,1
"275153",27,"site84",2002,28,167,1,57.38,1
"275623",2,"site84",2004,68,137,1,57.38,1
"275949",0,"site84",2003,66,147,1,57.38,1
"276179",15,"site85",2011,60,153,0,57.6,1
"276717",10,"site85",2001,65,162,0,57.6,1
"276870",24,"site85",2009,58,154,0,57.6,1
"276957",1,"site85",2006,70,134,0,57.6,1
"277045",2,"site85",2005,69,135,0,57.6,1
"277057",12,"site85",1998,62,149,1,57.6,1
"277270",25,"site85",2012,61,145,0,57.6,1
"277393",1,"site85",2004,68,135,0,57.6,1
"277958",22,"site85",2008,57,154,1,57.6,1
"278131",15,"site85",2010,59,141,0,57.6,1
"278215",5,"site85",2002,66,147,0,57.6,1
"279127",10,"site86",2009,65,151,0,57.6,0.9875
"279285",18,"site86",2004,60,150,0,57.6,1
"279438",7,"site86",2007,63,155,0,57.6,0.9875
"279572",17,"site86",2005,61,151,0,57.6,0.9875
"279641",18,"site86",2000,56,157,0,57.6,0.99125
"279675",16,"site86",2001,57,149,0,57.6,0.99125
"279741",18,"site86",2003,59,149,0,57.6,1
"280234",11,"site86",2010,66,147,0,57.6,0.9875
"280772",10,"site86",2008,64,149,0,57.6,0.9875
"281187",13,"site86",1999,55,146,1,57.6,0.99125
"281311",12,"site86",2006,62,145,0,57.6,1
"281321",10,"site86",2011,67,149,0,57.6,0.9875
"282332",5,"site86",2012,68,149,0,57.6,0.9875
"282756",13,"site86",2002,58,150,0,57.6,0.99125
"283282",0,"site87",2005,68,151,0,57.35,1
"283467",0,"site87",1999,62,148,0,57.35,0.99375
"283628",0,"site87",1998,61,149,0,57.35,0.99375
"283696",1,"site87",2003,66,152,0,57.35,0.9375
"284155",0,"site87",2012,75,155,0,57.35,1
"284353",0,"site87",2007,70,152,0,57.35,1
"284468",1,"site87",2000,63,152,0,57.35,0.99375
"284784",0,"site87",2002,65,150,0,57.35,0.99375
"284853",0,"site87",2004,67,149,0,57.35,1
"285540",0,"site87",2006,69,151,0,57.35,1
"285600",0,"site87",2011,74,151,0,57.35,1
"286221",0,"site87",2008,71,151,0,57.35,1
"286495",0,"site87",2009,72,149,0,57.35,1
"287164",0,"site87",2010,73,146,0,57.35,1
"287274",0,"site87",2001,64,150,0,57.35,0.99375
"287477",4,"site88",2011,63,160,1,57.57,1
"288501",1,"site88",2012,64,157,0,57.57,1
"288555",3,"site88",2002,30,159,0,57.57,0.991666666666667
"288753",8,"site88",2001,29,160,0,57.57,0.991666666666667
"288837",5,"site88",2000,28,162,0,57.57,0.991666666666667
"288921",4,"site88",2010,64,156,0,57.57,0.9875
"289097",6,"site88",2008,62,152,0,57.57,0.9875
"289303",5,"site88",1999,27,156,1,57.57,0.991666666666667
"289424",2,"site88",2007,61,156,0,57.57,0.9875
"289493",8,"site88",2009,63,157,0,57.57,0.9875
"290662",3,"site88",2004,58,152,1,57.57,1
"290856",4,"site88",2005,59,166,0,57.57,0.9875
"290968",2,"site88",2006,60,152,0,57.57,0.9875
